,price(USD)
442,3196.018419358058
443,3196.018419358058
444,3196.018419358058
445,3196.018419358058
446,3196.018419358058
447,3196.018419358058
448,4161.544051041014
449,4260.713083200617
450,4260.713083200617
451,4161.544051041014
452,4211.128567120816
453,4459.051147519821
454,4508.635663599622
455,4161.544051041014
456,4161.544051041014
457,4211.128567120816
458,4161.544051041014
459,4260.713083200617
460,4161.544051041014
461,4211.128567120816
462,4062.375018881413
463,4211.128567120816
464,4260.713083200617
465,4211.128567120816
466,10937.071080286169
467,4161.544051041014
468,4161.544051041014
469,4260.713083200617
470,4161.544051041014
471,5374.9922631229765
472,11803.427679809523
473,5127.069682723972
474,5325.407747043176
475,5325.407747043176
476,5127.069682723972
477,5127.069682723972
478,5226.238714883574
479,5226.238714883574
480,11753.843163729724
481,2527.9998841539073
482,2230.4927876751008
483,2329.6618198347032
484,2527.9998841539073
485,2329.6618198347032
486,2230.4927876751008
487,2230.4927876751008
488,2230.4927876751008
489,2329.6618198347032
490,2329.6618198347032
491,2230.4927876751008
492,8658.928204361648
493,2230.4927876751008
494,2230.4927876751008
495,2230.4927876751008
496,2230.4927876751008
497,2230.4927876751008
498,2527.9998841539073
499,2230.4927876751008
500,2230.4927876751008
501,2230.4927876751008
502,2230.4927876751008
503,2527.9998841539073
504,2478.4153680741065
505,2478.4153680741065
506,8658.928204361648
507,2230.4927876751008
508,2230.4927876751008
509,2230.4927876751008
510,2081.7392394356975
511,2478.4153680741065
512,2329.6618198347032
513,2329.6618198347032
514,2478.4153680741065
515,2230.4927876751008
516,2230.4927876751008
517,2527.9998841539073
518,2478.4153680741065
519,8758.097236521251
520,2230.4927876751008
521,2210.6589812431803
522,8758.097236521251
523,2329.6618198347032
524,2329.6618198347032
525,2462.54832292857
526,2478.4153680741065
527,2230.4927876751008
528,2230.4927876751008
529,2230.4927876751008
530,2081.7392394356975
531,2527.9998841539073
532,8658.928204361648
533,2230.4927876751008
534,2230.4927876751008
535,2230.4927876751008
536,2230.4927876751008
537,2230.4927876751008
538,8758.097236521251
539,2230.4927876751008
540,2230.4927876751008
541,8758.097236521251
542,8758.097236521251
543,2230.4927876751008
544,2230.4927876751008
545,2230.4927876751008
546,2230.4927876751008
547,8758.097236521251
548,8758.097236521251
549,2230.4927876751008
550,2329.6618198347032
551,2230.4927876751008
552,8758.097236521251
553,8758.097236521251
554,2230.4927876751008
555,8658.928204361648
556,8758.097236521251
557,2230.4927876751008
558,8758.097236521251
559,8758.097236521251
560,2131.3237555154983
561,3338.8218256678847
562,3394.356483677262
563,3096.8493871984556
564,3096.8493871984556
565,3196.018419358058
566,3394.356483677262
567,3196.018419358058
568,3394.356483677262
569,9624.453836044606
570,3344.7719675974613
571,3196.018419358058
572,3344.7719675974613
573,3344.7719675974613
574,3096.8493871984556
575,3344.7719675974613
576,3394.356483677262
577,3344.7719675974613
578,3344.7719675974613
579,3096.8493871984556
580,3344.7719675974613
581,3196.018419358058
582,3344.7719675974613
583,3096.8493871984556
584,3196.018419358058
585,3196.018419358058
586,3096.8493871984556
587,3394.356483677262
588,3196.018419358058
589,3394.356483677262
590,3394.356483677262
591,3096.8493871984556
592,9822.791900363809
593,9822.791900363809
594,3394.356483677262
595,9624.453836044606
596,3394.356483677262
597,3394.356483677262
598,9822.791900363809
599,3394.356483677262
600,3394.356483677262
601,3394.356483677262
602,3394.356483677262
603,3196.018419358058
604,3394.356483677262
605,3394.356483677262
606,3394.356483677262
607,3196.018419358058
608,3394.356483677262
609,3196.018419358058
610,3394.356483677262
611,3394.356483677262
612,3394.356483677262
613,3196.018419358058
614,3196.018419358058
615,9618.007848954232
616,3394.356483677262
617,3394.356483677262
618,3196.018419358058
619,3096.8493871984556
620,9624.453836044606
621,3096.8493871984556
622,3196.018419358058
623,9624.453836044606
624,3196.018419358058
625,3196.018419358058
626,3394.356483677262
627,3196.018419358058
628,9624.453836044606
629,3394.356483677262
630,3196.018419358058
631,3176.1846129261376
632,3196.018419358058
633,3394.356483677262
634,3196.018419358058
635,9624.453836044606
636,3196.018419358058
637,3096.8493871984556
638,3196.018419358058
639,3394.356483677262
640,3096.8493871984556
641,3196.018419358058
642,3394.356483677262
643,3196.018419358058
644,3196.018419358058
645,9624.453836044606
646,9624.453836044606
647,9624.453836044606
648,9624.453836044606
649,3196.018419358058
650,9624.453836044606
651,3196.018419358058
652,3196.018419358058
653,3196.018419358058
654,9624.453836044606
655,9624.453836044606
656,3196.018419358058
657,3196.018419358058
658,9624.453836044606
659,3196.018419358058
660,9624.453836044606
661,3196.018419358058
662,3196.018419358058
663,3196.018419358058
664,9624.453836044606
665,9624.453836044606
666,9624.453836044606
667,3196.018419358058
668,9624.453836044606
669,3196.018419358058
670,9624.453836044606
671,9624.453836044606
672,3196.018419358058
673,3196.018419358058
674,3196.018419358058
675,3096.8493871984556
676,3196.018419358058
677,3196.018419358058
678,3196.018419358058
679,9624.453836044606
680,9624.453836044606
681,3196.018419358058
682,9624.453836044606
683,3196.018419358058
684,3196.018419358058
685,3196.018419358058
686,3196.018419358058
687,3196.018419358058
688,3196.018419358058
689,3096.8493871984556
690,3196.018419358058
691,3196.018419358058
692,3196.018419358058
693,9624.453836044606
694,9624.453836044606
695,9624.453836044606
696,3196.018419358058
697,2948.0958389590523
698,3196.018419358058
699,3146.4339032782564
700,3146.4339032782564
701,3394.356483677262
702,3047.264871118655
703,3146.4339032782564
704,3196.018419358058
705,3047.264871118655
706,3196.018419358058
707,3146.4339032782564
708,3146.4339032782564
709,3146.4339032782564
710,3196.018419358058
711,3394.356483677262
712,3394.356483677262
713,3394.356483677262
714,3295.1874515176596
715,3394.356483677262
716,3245.602935437859
717,3146.4339032782564
718,3196.018419358058
719,3295.1874515176596
720,3146.4339032782564
721,3047.264871118655
722,3146.4339032782564
723,3146.4339032782564
724,3146.4339032782564
725,3394.356483677262
726,3047.264871118655
727,3146.4339032782564
728,3146.4339032782564
729,3245.602935437859
730,3047.264871118655
731,3295.1874515176596
732,3146.4339032782564
733,3146.4339032782564
734,9624.453836044606
735,2898.5113228792516
736,3047.264871118655
737,2527.9998841539073
738,2329.6618198347032
739,2230.4927876751008
740,2329.6618198347032
741,2329.6618198347032
742,2329.6618198347032
743,2329.6618198347032
744,2527.9998841539073
745,2527.9998841539073
746,2527.9998841539073
747,2527.9998841539073
748,2230.4927876751008
749,2329.6618198347032
750,2329.6618198347032
751,2230.4927876751008
752,2329.6618198347032
753,2329.6618198347032
754,2230.4927876751008
755,2329.6618198347032
756,2329.6618198347032
757,2141.240658731459
758,4062.375018881413
759,4211.128567120816
760,4260.713083200617
761,4211.128567120816
762,4211.128567120816
763,4062.375018881413
764,4161.544051041014
765,4211.128567120816
766,4161.544051041014
767,4062.375018881413
768,4211.128567120816
769,3963.2059867218104
770,4161.544051041014
771,4260.713083200617
772,4062.375018881413
773,4211.128567120816
774,4062.375018881413
775,4161.544051041014
776,4062.375018881413
777,4260.713083200617
778,4310.297599280418
779,4260.713083200617
780,4161.544051041014
781,4359.882115360219
782,4211.128567120816
783,4161.544051041014
784,4161.544051041014
785,4211.128567120816
786,11184.993660685175
787,4161.544051041014
788,4161.544051041014
789,4161.544051041014
790,4211.128567120816
791,4161.544051041014
792,4260.713083200617
793,10689.148499887164
794,4260.713083200617
795,4161.544051041014
796,4310.297599280418
797,10689.148499887164
798,4260.713083200617
799,4260.713083200617
800,4161.544051041014
801,4161.544051041014
802,4260.713083200617
803,4260.713083200617
804,4161.544051041014
805,4260.713083200617
806,4260.713083200617
807,4211.128567120816
808,4161.544051041014
809,4211.128567120816
810,4260.713083200617
811,4211.128567120816
812,4161.544051041014
813,4756.558243998627
814,4260.713083200617
815,4161.544051041014
816,4211.128567120816
817,4260.713083200617
818,4161.544051041014
819,4161.544051041014
820,4161.544051041014
821,4260.713083200617
822,4161.544051041014
823,4161.544051041014
824,4310.297599280418
825,4211.128567120816
826,4161.544051041014
827,4260.713083200617
828,12690.080816766795
829,4211.128567120816
830,4260.713083200617
831,10589.979467727562
832,4374.7574701841595
833,4062.375018881413
834,4161.544051041014
835,4260.713083200617
836,10689.148499887164
837,4260.713083200617
838,4260.713083200617
839,4260.713083200617
840,4260.713083200617
841,4062.375018881413
842,4211.128567120816
843,4161.544051041014
844,4260.713083200617
845,4161.544051041014
846,4161.544051041014
847,4211.128567120816
848,10689.148499887164
849,4161.544051041014
850,4260.713083200617
851,4161.544051041014
852,4260.713083200617
853,4161.544051041014
854,4260.713083200617
855,4260.713083200617
856,4359.882115360219
857,4161.544051041014
858,4260.713083200617
859,4211.128567120816
860,4161.544051041014
861,10689.148499887164
862,4161.544051041014
863,4260.713083200617
864,4161.544051041014
865,4161.544051041014
866,4260.713083200617
867,4161.544051041014
868,4062.375018881413
869,4161.544051041014
870,4260.713083200617
871,4359.882115360219
872,4161.544051041014
873,4359.882115360219
874,10689.148499887164
875,4161.544051041014
876,10689.148499887164
877,4359.882115360219
878,4062.375018881413
879,4260.713083200617
880,4161.544051041014
881,4260.713083200617
882,4062.375018881413
883,4260.713083200617
884,4066.837625328594
885,4260.713083200617
886,4062.375018881413
887,4161.544051041014
888,10788.317532046767
889,4260.713083200617
890,4062.375018881413
891,10689.148499887164
892,10788.317532046767
893,10788.317532046767
894,4161.544051041014
895,4161.544051041014
896,10689.148499887164
897,10689.148499887164
898,3913.6214706420096
899,3196.018419358058
900,3196.018419358058
901,3196.018419358058
902,3196.018419358058
903,3196.018419358058
904,9624.453836044606
905,3196.018419358058
906,3196.018419358058
907,9624.453836044606
908,3295.1874515176596
909,3245.602935437859
910,3394.356483677262
911,3245.602935437859
912,3344.7719675974613
913,3196.018419358058
914,7058.120946089885
915,7107.705462169686
916,7058.120946089885
917,7256.459010409089
918,3295.1874515176596
919,3295.1874515176596
920,3295.1874515176596
921,3245.602935437859
922,3295.1874515176596
923,3394.356483677262
924,3295.1874515176596
925,3245.602935437859
926,3394.356483677262
927,3245.602935437859
928,3295.1874515176596
929,3245.602935437859
930,3295.1874515176596
931,3344.7719675974613
932,7306.04352648889
933,7355.628042568692
934,7058.120946089885
935,7058.120946089885
936,7355.628042568692
937,7329.463352655627
938,13757.898769342177
939,7180.709804416225
940,13857.067801501777
941,10490.81043556796
942,10689.148499887164
943,4260.713083200617
944,10490.81043556796
945,4260.713083200617
946,10689.148499887164
947,10689.148499887164
948,10490.81043556796
949,4260.713083200617
950,10689.148499887164
951,4062.375018881413
952,10490.81043556796
953,4260.713083200617
954,10689.148499887164
955,5027.900650564369
956,5127.069682723972
957,5127.069682723972
958,5127.069682723972
959,5127.069682723972
960,5127.069682723972
961,5027.900650564369
962,5127.069682723972
963,5127.069682723972
964,5127.069682723972
965,5127.069682723972
966,5027.900650564369
967,5127.069682723972
968,5127.069682723972
969,5176.6541988037725
970,5127.069682723972
971,5127.069682723972
972,5127.069682723972
973,5127.069682723972
974,5127.069682723972
975,5127.069682723972
976,5127.069682723972
977,5127.069682723972
978,11605.08961549032
979,11555.505099410519
980,5127.069682723972
981,11555.505099410519
982,5127.069682723972
983,5127.069682723972
984,5176.6541988037725
985,5127.069682723972
986,5374.9922631229765
987,5374.9922631229765
988,5127.069682723972
989,5374.9922631229765
990,5176.6541988037725
991,5374.9922631229765
992,5622.914843521982
993,5176.6541988037725
994,5374.9922631229765
995,11553.02587360653
996,5176.6541988037725
997,5127.069682723972
998,5127.069682723972
999,5374.9922631229765
1000,5622.914843521982
1001,11654.674131570122
1002,5226.238714883574
1003,5226.238714883574
1004,5622.914843521982
1005,11654.674131570122
1006,5127.069682723972
1007,5226.238714883574
1008,11654.674131570122
1009,11654.674131570122
1010,11654.674131570122
1011,11654.674131570122
1012,5226.238714883574
1013,5226.238714883574
1014,5226.238714883574
1015,11654.674131570122
1016,5241.114069707514
1017,5226.238714883574
1018,5226.238714883574
1019,11654.674131570122
1020,5226.238714883574
1021,11902.596711969127
1022,3295.1874515176596
1023,3394.356483677262
1024,3642.279064076267
1025,9822.791900363809
1026,2650.588742480246
1027,3394.356483677262
1028,3394.356483677262
1029,3394.356483677262
1030,3394.356483677262
1031,3394.356483677262
1032,3295.1874515176596
1033,3295.1874515176596
1034,3394.356483677262
1035,3295.1874515176596
1036,3394.356483677262
1037,9822.791900363809
1038,3394.356483677262
1039,3295.1874515176596
1040,3394.356483677262
1041,3394.356483677262
1042,10070.714480762814
1043,3295.1874515176596
1044,3394.356483677262
1045,3295.1874515176596
1046,3295.1874515176596
1047,3394.356483677262
1048,3295.1874515176596
1049,3295.1874515176596
1050,3493.5255158368645
1051,3394.356483677262
1052,3295.1874515176596
1053,3295.1874515176596
1054,3394.356483677262
1055,3394.356483677262
1056,3295.1874515176596
1057,3389.89387723008
1058,3394.356483677262
1059,3394.356483677262
1060,3394.356483677262
1061,3394.356483677262
1062,3493.5255158368645
1063,3493.5255158368645
1064,3295.1874515176596
1065,3394.356483677262
1066,9822.791900363809
1067,3295.1874515176596
1068,3394.356483677262
1069,3394.356483677262
1070,3394.356483677262
1071,3295.1874515176596
1072,3394.356483677262
1073,3394.356483677262
1074,3394.356483677262
1075,3295.1874515176596
1076,3295.1874515176596
1077,3394.356483677262
1078,3295.1874515176596
1079,9822.791900363809
1080,3394.356483677262
1081,3394.356483677262
1082,3394.356483677262
1083,9822.791900363809
1084,3394.356483677262
1085,3295.1874515176596
1086,3394.356483677262
1087,3394.356483677262
1088,3394.356483677262
1089,3394.356483677262
1090,11327.879056445428
1091,3295.1874515176596
1092,3394.356483677262
1093,3394.356483677262
1094,3394.356483677262
1095,3394.356483677262
1096,3394.356483677262
1097,3295.1874515176596
1098,3394.356483677262
1099,3295.1874515176596
1100,3394.356483677262
1101,3295.1874515176596
1102,3295.1874515176596
1103,3295.1874515176596
1104,3592.694547996466
1105,10219.468029002219
1106,5374.9922631229765
1107,7726.139481294036
1108,7726.139481294036
1109,7726.139481294036
1110,7726.139481294036
1111,7775.723997373837
1112,7726.139481294036
1113,7726.139481294036
1114,7825.308513453639
1115,7726.139481294036
1116,14154.574897980583
1117,7726.139481294036
1118,7726.139481294036
1119,7825.308513453639
1120,7726.139481294036
1121,7825.308513453639
1122,14253.743930140186
1123,7825.308513453639
1124,7726.139481294036
1125,7825.308513453639
1126,4459.051147519821
1127,10837.902048126569
1128,4508.635663599622
1129,4260.713083200617
1130,15814.283754780754
1131,8691.665112976993
1132,8691.665112976993
1133,5275.823230963375
1134,5275.823230963375
1135,1116.2136077527412
1136,1116.2136077527412
1137,1116.2136077527412
1138,1932.9856911962943
1139,2131.3237555154983
1140,2081.7392394356975
1141,2131.3237555154983
1142,6463.106753132272
1143,6463.106753132272
1144,6661.444817451477
1145,6661.444817451477
1146,6661.444817451477
1147,6512.691269212074
1148,6562.275785291875
1149,6560.788249809481
1150,2180.9082715953
1151,2130.332065193903
1152,2180.9082715953
1153,2180.9082715953
1154,2180.9082715953
1155,2180.9082715953
1156,2131.3237555154983
1157,2180.9082715953
1158,2180.9082715953
1159,2180.9082715953
1160,2379.246335914504
1161,11453.212778518095
1162,2229.9969425143026
1163,2180.9082715953
1164,2180.9082715953
1165,2230.4927876751008
1166,2131.3237555154983
1167,2131.3237555154983
1168,2131.3237555154983
1169,2329.6618198347032
1170,2329.6618198347032
1171,2280.0773037549015
1172,2280.0773037549015
1173,2280.0773037549015
1174,2280.0773037549015
1175,2180.9082715953
1176,2280.0773037549015
1177,2180.9082715953
1178,2329.6618198347032
1179,2280.0773037549015
1180,2280.0773037549015
1181,2280.0773037549015
1182,2032.1547233558967
1183,2280.0773037549015
1184,2180.9082715953
1185,2280.0773037549015
1186,2180.9082715953
1187,2280.0773037549015
1188,2131.3237555154983
1189,2130.332065193903
1190,2280.0773037549015
1191,2280.0773037549015
1192,2180.9082715953
1193,2280.0773037549015
1194,2329.6618198347032
1195,2180.9082715953
1196,2180.9082715953
1197,2180.9082715953
1198,2180.9082715953
1199,2329.6618198347032
1200,2180.9082715953
1201,2329.6618198347032
1202,2180.9082715953
1203,2280.0773037549015
1204,2180.9082715953
1205,2180.9082715953
1206,2180.9082715953
1207,2180.9082715953
1208,2329.6618198347032
1209,2180.9082715953
1210,2280.0773037549015
1211,2180.9082715953
1212,2180.9082715953
1213,2180.9082715953
1214,2329.6618198347032
1215,2180.9082715953
1216,2329.6618198347032
1217,2180.9082715953
1218,2329.6618198347032
1219,4290.729430790834
1220,2428.830851994305
1221,2280.0773037549015
1222,2280.0773037549015
1223,2180.9082715953
1224,2180.9082715953
1225,2180.9082715953
1226,2329.6618198347032
1227,2280.0773037549015
1228,2329.6618198347032
1229,2280.0773037549015
1230,2329.6618198347032
1231,2280.0773037549015
1232,2280.0773037549015
1233,2280.0773037549015
1234,2280.0773037549015
1235,2329.6618198347032
1236,2280.0773037549015
1237,2280.0773037549015
1238,2280.0773037549015
1239,2329.6618198347032
1240,2329.6618198347032
1241,2180.9082715953
1242,2280.0773037549015
1243,2180.9082715953
1244,2180.9082715953
1245,2180.9082715953
1246,2180.9082715953
1247,2280.0773037549015
1248,2180.9082715953
1249,2280.0773037549015
1250,2180.9082715953
1251,2180.9082715953
1252,2180.9082715953
1253,2280.0773037549015
1254,2180.9082715953
1255,2280.0773037549015
1256,2280.0773037549015
1257,2180.9082715953
1258,2280.0773037549015
1259,2280.0773037549015
1260,2280.0773037549015
1261,2280.0773037549015
1262,2180.9082715953
1263,2280.0773037549015
1264,2180.9082715953
1265,2280.0773037549015
1266,2280.0773037549015
1267,2329.6618198347032
1268,2280.0773037549015
1269,2280.0773037549015
1270,2280.0773037549015
1271,2280.0773037549015
1272,2329.6618198347032
1273,2280.0773037549015
1274,2280.0773037549015
1275,2329.6618198347032
1276,2329.6618198347032
1277,2275.118852146922
1278,2329.6618198347032
1279,2280.0773037549015
1280,2280.0773037549015
1281,2280.0773037549015
1282,2280.0773037549015
1283,2280.0773037549015
1284,2280.0773037549015
1285,2280.0773037549015
1286,2280.0773037549015
1287,2280.0773037549015
1288,2280.0773037549015
1289,2280.0773037549015
1290,2252.805819911011
1291,2329.6618198347032
1292,2280.0773037549015
1293,2280.0773037549015
1294,2379.246335914504
1295,2280.0773037549015
1296,2726.3379484731113
1297,2726.3379484731113
1298,2329.6618198347032
1299,2329.6618198347032
1300,2379.246335914504
1301,9624.453836044606
1302,3196.018419358058
1303,9624.453836044606
1304,3196.018419358058
1305,3196.018419358058
1306,9624.453836044606
1307,3196.018419358058
1308,3196.018419358058
1309,3196.018419358058
1310,3196.018419358058
1311,9624.453836044606
1312,9624.453836044606
1313,9624.453836044606
1314,9624.453836044606
1315,3196.018419358058
1316,9624.453836044606
1317,3196.018419358058
1318,3196.018419358058
1319,9624.453836044606
1320,9624.453836044606
1321,3196.018419358058
1322,3196.018419358058
1323,3196.018419358058
1324,3196.018419358058
1325,3196.018419358058
1326,3196.018419358058
1327,3196.018419358058
1328,3196.018419358058
1329,3196.018419358058
1330,3196.018419358058
